id,name,active,code,category,country_id
airport_0112,Aeropuerto Doctor Fuster,true,PJC,Aeropuerto,PY
airport_0113,Aeropuerto Dr. Diego Nicolás Díaz Colodrero,true,OYA,Aeropuerto,AR
airport_0114,Aeropuerto General Enrique Mosconi/Tartagal,true,TTG,Aeropuerto,AR
airport_0115,Aeropuerto General Justo José De Urquiza,true,PRA,Aeropuerto,AR
airport_0116,Aeropuerto Internacional Afonso Pena,true,CWB,Aeropuerto,BR
airport_0117,Aeropuerto Internacional Arturo Merino Benítez,true,SCL,Aeropuerto,CL
airport_0118,Aeropuerto Internacional Astor Piazzolla,true,MDQ,Aeropuerto,AR
airport_0119,Aeropuerto Internacional Atatürk,true,IST,Aeropuerto,TR
airport_0120,Aeropuerto Internacional Augusto C. Sandino,true,MGA,Aeropuerto,NI
airport_0121,Aeropuerto Internacional Ben Gurión,true,TLV,Aeropuerto,IL
airport_0122,Aeropuerto Internacional Benito Juárez,true,MEX,Aeropuerto,MX
airport_0123,Aeropuerto Internacional Bonilla Aragón,true,CLO,Aeropuerto,CO
airport_0124,Aeropuerto Internacional Chacalluta,true,ARI,Aeropuerto,CL
airport_0125,Aeropuerto Internacional Chicago-O'Hare,true,ORD,Aeropuerto,US
airport_0126,Aeropuerto Internacional Comodoro Ricardo Salomón,true,LGS,Aeropuerto,AR
airport_0127,Aeropuerto Internacional Cristiano Ronaldo,true,FNC,Aeropuerto,PT
airport_0128,Aeropuerto Internacional Daniel Oduber,true,LIR,Aeropuerto,CR
airport_0129,Aeropuerto Internacional De Astaná,true,TSE,Aeropuerto,KZ
airport_0130,Aeropuerto Internacional De Carrasco,true,MVD,Aeropuerto,UY
airport_0131,Aeropuerto Internacional De Colonia/Bonn Konrad Adenauer,true,CGN,Aeropuerto,DE
airport_0132,Aeropuerto Internacional De Dubái,true,DXB,Aeropuerto,AE
airport_0133,Aeropuerto Internacional De El Salvador San Óscar Arnulfo Romero Y Galdámez,true,SAL,Aeropuerto,SV
airport_0134,Aeropuerto Internacional De Filadelfia,true,PHL,Aeropuerto,US
airport_0135,Aeropuerto Internacional De Formosa,true,FMA,Aeropuerto,AR
airport_0136,Aeropuerto Internacional De Guadalajara,true,GDL,Aeropuerto,MX
airport_0137,Aeropuerto Internacional De Györ-Pér,true,QGY,Aeropuerto,HU
airport_0138,Aeropuerto Internacional De Halifax-Stanfield,true,YHZ,Aeropuerto,CA
airport_0139,Aeropuerto Internacional De Haneda,true,HND,Aeropuerto,JP
airport_0140,Aeropuerto Internacional De Hong Kong,true,HKG,Aeropuerto,CN
airport_0141,Aeropuerto Internacional De Honiara,true,HIR,Aeropuerto,SB
airport_0142,Aeropuerto Internacional De Honolulu,true,HNL,Aeropuerto,US
airport_0143,Aeropuerto Internacional De Incheon,true,ICN,Aeropuerto,KR
airport_0144,Aeropuerto Internacional De Jardines Del Rey,true,CCC,Aeropuerto,CU
airport_0145,Aeropuerto Internacional De Kabul,true,KBL,Aeropuerto,AF
airport_0146,Aeropuerto Internacional De Kandahar,true,KDH,Aeropuerto,AF
airport_0147,Aeropuerto Internacional De Keflavík,true,KEF,Aeropuerto,IS
airport_0148,Aeropuerto Internacional De La Región De Murcia,true,RMU,Aeropuerto,ES
airport_0149,Aeropuerto Internacional De Los Ángeles,true,LAX,Aeropuerto,US
airport_0150,Aeropuerto Internacional De Macao,true,MFM,Aeropuerto,CN
airport_0151,Aeropuerto Internacional De Maiquetía Simón Bolívar,true,CCS,Aeropuerto,VE
airport_0152,Aeropuerto Internacional De Miami,true,MIA,Aeropuerto,US
airport_0153,Aeropuerto Internacional De Moscú-Domodédovo,true,DME,Aeropuerto,RU
airport_0154,Aeropuerto Internacional De Múnich-Franz Josef Strauss,true,MUC,Aeropuerto,DE
airport_0155,Aeropuerto Internacional De Ottawa,true,YOW,Aeropuerto,CA
airport_0156,Aeropuerto Internacional De Paso De Los Libres,true,AOL,Aeropuerto,AR
airport_0157,Aeropuerto Internacional De Punta Cana,true,PUJ,Aeropuerto,DO
airport_0158,Aeropuerto Internacional De Punta Del Este,true,PDP,Aeropuerto,UY
airport_0159,Aeropuerto Internacional De Resistencia,true,RES,Aeropuerto,AR
airport_0160,Aeropuerto Internacional De Sacramento,true,SFM,Aeropuerto,US
airport_0161,Aeropuerto Internacional De Salta Martín Miguel De Güemes,true,SLA,Aeropuerto,AR
airport_0162,Aeropuerto Internacional De San Fernando,true,FDO,Aeropuerto,AR
airport_0163,Aeropuerto Internacional De São Paulo-Guarulhos,true,GRU,Aeropuerto,BR
airport_0164,Aeropuerto Internacional De Sibiu,true,SBZ,Aeropuerto,RO
airport_0165,Aeropuerto Internacional De Singapur-Changi,true,SIN,Aeropuerto,SG
airport_0166,Aeropuerto Internacional De Taiwán Taoyuan,true,TPE,Aeropuerto,TW
airport_0167,Aeropuerto Internacional De Tocumen,true,PTY,Aeropuerto,PA
airport_0168,Aeropuerto Internacional De Vancouver,true,YVR,Aeropuerto,CA
airport_0169,Aeropuerto Internacional De Wellington,true,WLG,Aeropuerto,NZ
airport_0170,Aeropuerto Internacional De Yerba-Zarzis,true,DJE,Aeropuerto,TN
airport_0171,Aeropuerto Internacional Diego Aracena,true,IQQ,Aeropuerto,CL
airport_0172,Aeropuerto Internacional Doctor Fernando Piragine Niveyro,true,CNQ,Aeropuerto,AR
airport_0173,Aeropuerto Internacional El Dorado,true,BOG,Aeropuerto,CO
airport_0174,Aeropuerto Internacional Eleftherios Venizelos,true,ATH,Aeropuerto,GR
airport_0175,Aeropuerto Internacional General Ignacio Pesqueira García,true,HMO,Aeropuerto,MX
airport_0176,Aeropuerto Internacional General Roberto Fierro Villalobos,true,CUU,Aeropuerto,MX
airport_0177,Aeropuerto Internacional Gob. Ramón Trejo Noel,true,RGA,Aeropuerto,AR
airport_0178,Aeropuerto Internacional Gobernador Francisco Gabrielli,true,MDZ,Aeropuerto,AR
airport_0179,Aeropuerto Internacional Guaraní,true,AGT,Aeropuerto,PY
airport_0180,Aeropuerto Internacional Hamad,true,DOH,Aeropuerto,QA
airport_0181,Aeropuerto Internacional Ing. Ambrosio Taravella,true,COR,Aeropuerto,AR
airport_0182,Aeropuerto Internacional James Armstrong Richardson,true,YWG,Aeropuerto,CA
airport_0183,Aeropuerto Internacional James M. Cox-Dayton,true,DAY,Aeropuerto,US
airport_0184,Aeropuerto Internacional Jean-Lesage De Quebec,true,YQB,Aeropuerto,CA
airport_0185,Aeropuerto Internacional John F. Kennedy,true,JFK,Aeropuerto,US
airport_0186,Aeropuerto Internacional Jorge Chávez,true,LIM,Aeropuerto,PE
airport_0187,Aeropuerto Internacional José Francisco Peña Gómez,true,SDQ,Aeropuerto,DO
airport_0188,Aeropuerto Internacional Jose Joaquin De Olmedo,true,GYE,Aeropuerto,EC
airport_0189,Aeropuerto Internacional José María Cordova,true,MDE,Aeropuerto,CO
airport_0190,Aeropuerto Internacional José Martí,true,HAV,Aeropuerto,CU
airport_0191,Aeropuerto Internacional Juan Santamaría,true,SJO,Aeropuerto,CR
airport_0192,Aeropuerto Internacional Kingsford Smith,true,SYD,Aeropuerto,AU
airport_0193,Aeropuerto Internacional La Aurora,true,GUA,Aeropuerto,GT
airport_0194,Aeropuerto Internacional Macedonia,true,SKG,Aeropuerto,GR
airport_0195,Aeropuerto Internacional Malvinas Argentinas,true,USH,Aeropuerto,AR
airport_0196,Aeropuerto Internacional Mariano Escobedo,true,MTY,Aeropuerto,MX
airport_0197,Aeropuerto Internacional Mariscal Lamar,true,CUE,Aeropuerto,EC
airport_0198,Aeropuerto Internacional Mariscal Sucre,true,UIO,Aeropuerto,EC
airport_0199,Aeropuerto Internacional Mataveri,true,IPC,Aeropuerto,CL
airport_0200,Aeropuerto Internacional Ministro Pistarini,true,EZE,Aeropuerto,AR
airport_0201,Aeropuerto Internacional Mohammed V,true,CMN,Aeropuerto,MA
airport_0202,Aeropuerto Internacional Mundo Maya,true,FRS,Aeropuerto,GT
airport_0203,Aeropuerto Internacional Pierre Elliott Trudeau,true,YUL,Aeropuerto,CA
airport_0204,Aeropuerto Internacional Pinto Martins,true,FOR,Aeropuerto,BR
airport_0205,Aeropuerto Internacional Presidente Carlos Ibáñez Del Campo,true,PUQ,Aeropuerto,CL
airport_0206,Aeropuerto Internacional Quatro De Fevereiro,true,LAD,Aeropuerto,AO
airport_0207,Aeropuerto Internacional Ramon Villeda Morales,true,SAP,Aeropuerto,HN
airport_0208,Aeropuerto Internacional Reina Beatrix,true,AUA,Aeropuerto,NL
airport_0209,Aeropuerto Internacional Rey Khalid,true,RUH,Aeropuerto,SA
airport_0210,Aeropuerto Internacional Rosario,true,ROS,Aeropuerto,AR
airport_0211,Aeropuerto Internacional Silvio Pettirossi,true,ASU,Aeropuerto,PY
airport_0212,Aeropuerto Internacional Suboficial Ayudante Santiago Germano,true,AFA,Aeropuerto,AR
airport_0213,Aeropuerto Internacional Teniente Luis Candelaria,true,BRC,Aeropuerto,AR
airport_0214,Aeropuerto Internacional Termas De Río Hondo,true,RHD,Aeropuerto,AR
airport_0215,Aeropuerto Internacional Toronto Pearson,true,YYZ,Aeropuerto,CA
airport_0216,Aeropuerto Internacional Valle Del Conlara,true,RLO,Aeropuerto,AR
airport_0217,Aeropuerto Internacional Viru Viru,true,VVI,Aeropuerto,BO
airport_0218,Aeropuerto João Paulo Ii,true,PDL,Aeropuerto,PT
airport_0219,Aeropuerto Nacional De Kálimnos,true,JKL,Aeropuerto,GR
airport_0220,Aeropuerto Regional Del Condado De Eagle,true,EGE,Aeropuerto,US
airport_0221,Aeropuerto Sir Gaëtan Duval,true,RRG,Aeropuerto,MU
airport_0222,Aeropuerto Teniente Amín Ayub González,true,ENO,Aeropuerto,PY
airport_0223,Aeropuerto Urbano Charles B. Wheeler,true,MKC,Aeropuerto,US
airport_0224,Aeropuerto Vicecomodoro Ángel De La Paz Aragonés,true,SDE,Aeropuerto,AR
airport_0225,Aeropuerto William P. Hobby,true,HOU,Aeropuerto,US
airport_0226,Base Aérea De Bagram,true,BPM,Aeropuerto,AF
airport_0227,Base Aérea De Beja,true,BYJ,Aeropuerto,PT
airport_0228,Base Aérea De Monte Agradable,true,MPN,Aeropuerto,GB
airport_0229,"Las Vegas, Mc Carran International Airport",true,LAS,Aeropuerto,US
airport_0230,Orlando International Airport,true,MCO,Aeropuerto,US
