id,name,active,code,category,country
seaports_airports_0001,Abidjan,true,IVABJ,Puerto,CI
seaports_airports_0002,Acajutla,true,ESACJ,Puerto,SV
seaports_airports_0003,Acapulco,true,MXACP,Puerto,MX
seaports_airports_0004,Accra,true,GHACC,Puerto,GH
seaports_airports_0005,Adelaide,true,ASPDL,Puerto,AU
seaports_airports_0006,Agria,true,GRARI,Puerto,GR
seaports_airports_0007,Al Fuhayhil,true,KUMHD,Puerto,KW
seaports_airports_0008,Al Kuwayt,true,KUALK,Puerto,KW
seaports_airports_0009,Alabama,true,USALA,Puerto,US
seaports_airports_0010,Albany,true,ASALY,Puerto,AU
seaports_airports_0011,Alberton,true,CACPQ,Puerto,CA
seaports_airports_0012,Algeciras,true,SPAGS,Puerto,ES
seaports_airports_0013,Almirante Brown,true,ARABN,Puerto,AR
seaports_airports_0014,Altamira,true,MXAEM,Puerto,MX
seaports_airports_0015,Amsterdam,true,NLAMS,Puerto,NL
seaports_airports_0016,Anchorage,true,USANC,Puerto,US
seaports_airports_0017,Angra (Harbour),true,POARQ,Puerto,PT
seaports_airports_0018,Antigua,true,UKSTJ,Puerto,AG
seaports_airports_0019,Antofagasta,true,CIAFA,Puerto,CL
seaports_airports_0020,Antwerp,true,BEANW,Puerto,BE
seaports_airports_0021,Ao Phuket,true,THAOP,Puerto,TH
seaports_airports_0022,Apapa,true,NILAG,Puerto,NG
seaports_airports_0023,Aracaju,true,BRARC,Puerto,BR
seaports_airports_0024,Arica,true,CIARA,Puerto,CL
seaports_airports_0025,Aruba,true,NLOAS,Puerto,NL
seaports_airports_0026,Asuncion,true,PAASU,Puerto,PY
seaports_airports_0027,Athens,true,GRPIR,Puerto,GR
seaports_airports_0028,Auckland,true,NZAUC,Puerto,NZ
seaports_airports_0029,Azores,true,POHOR,Puerto,PT
seaports_airports_0030,Bahia,true,BRBAH,Puerto,BR
seaports_airports_0031,Bahia Blanca,true,ARBBL,Puerto,AR
seaports_airports_0032,Bahia San Blas,true,ARSBC,Puerto,AR
seaports_airports_0033,Bahia San Gregorio,true,CIBAC,Puerto,CL
seaports_airports_0034,Bahia San Sebastian,true,ARBSX,Puerto,AR
seaports_airports_0035,Balboa,true,PNBLB,Puerto,PA
seaports_airports_0036,Baltimore,true,USBLT,Puerto,US
seaports_airports_0037,Banghazi,true,LYBNZ,Puerto,LY
seaports_airports_0038,Bangkok,true,THBNK,Puerto,TH
seaports_airports_0039,Barbados,true,BBBWN,Puerto,BB
seaports_airports_0040,Barcelona,true,SPBRE,Puerto,ES
seaports_airports_0041,Bari,true,ITBPI,Puerto,IT
seaports_airports_0042,Barquito-Chañaral,true,CICLM,Puerto,CL
seaports_airports_0043,Barranqueras,true,ARBRQ,Puerto,AR
seaports_airports_0044,Barranquilla,true,COBQA,Puerto,CO
seaports_airports_0045,Bass Harbour,true,THBSH,Puerto,TH
seaports_airports_0046,Bayonne,true,FRBYE,Puerto,FR
seaports_airports_0047,Belem,true,BRPAA,Puerto,BR
seaports_airports_0048,Belfast,true,UKBFT,Puerto,GB
seaports_airports_0049,Belize,true,UKBEZ,Puerto,BZ
seaports_airports_0050,Bello Horizonte,true,BRHOR,Puerto,BR
seaports_airports_0051,Benito Juarez,true,MXBJZ,Puerto,MX
seaports_airports_0052,Biarritz,true,FRBRZ,Puerto,FR
seaports_airports_0053,Bilbao,true,SPBBO,Puerto,ES
seaports_airports_0054,Birminghan,true,UKBIR,Puerto,GB
seaports_airports_0055,Bogota,true,COBGT,Puerto,CO
seaports_airports_0056,Bolonia,true,ITBOL,Puerto,IT
seaports_airports_0057,Bombay,true,INBQM,Puerto,IN
seaports_airports_0058,Boqueron,true,CUCMN,Puerto,CU
seaports_airports_0059,Boston,true,USBOQ,Puerto,US
seaports_airports_0060,Boston UK,true,UKBOS,Puerto,GB
seaports_airports_0061,Boulogne-Sur-Mer,true,FRBSM,Puerto,FR
seaports_airports_0062,Bremen,true,GEBMN,Puerto,DE
seaports_airports_0063,Bremerhaven,true,GEBHV,Puerto,DE
seaports_airports_0064,Brescia,true,ITBRE,Puerto,IT
seaports_airports_0065,Brest,true,FRBES,Puerto,FR
seaports_airports_0066,Brighton,true,UKBIG,Puerto,GB
seaports_airports_0067,Brindisi,true,ITBIB,Puerto,IT
seaports_airports_0068,Brisbane,true,ASBBN,Puerto,AU
seaports_airports_0069,Bristol,true,UKBRI,Puerto,GB
seaports_airports_0070,Brooklyn,true,USBBD,Puerto,US
seaports_airports_0071,Brunei Town,true,MYBNU,Puerto,MY
seaports_airports_0072,Brussels,true,BEBXL,Puerto,BE
seaports_airports_0073,Buchanan,true,LIBCH,Puerto,LR
seaports_airports_0074,Buenaventura,true,COBFA,Puerto,CO
seaports_airports_0075,Buenos Aires,true,ARBAI,Puerto,AR
seaports_airports_0076,Cabedello,true,BRCBL,Puerto,BR
seaports_airports_0077,Cabo Negro,true,CICNX,Puerto,CL
seaports_airports_0078,Cadiz,true,SPCAZ,Puerto,ES
seaports_airports_0079,Caen,true,FRCNQ,Puerto,FR
seaports_airports_0080,Cagliari,true,ITCGI,Puerto,IT
seaports_airports_0081,Calais,true,FRCAL,Puerto,FR
seaports_airports_0082,Calcutta,true,INCAT,Puerto,IN
seaports_airports_0083,Caldera,true,CSCDR,Puerto,CR
seaports_airports_0084,Caleta Cordoba,true,ARCDB,Puerto,AR
seaports_airports_0085,Caleta Olivia,true,AROLV,Puerto,AR
seaports_airports_0086,Cali,true,COCAL,Puerto,CO
seaports_airports_0087,Callao,true,PECAO,Puerto,PE
seaports_airports_0088,Callo,true,ECPQY,Puerto,EC
seaports_airports_0089,Campana,true,ARCMA,Puerto,AR
seaports_airports_0090,Campeche,true,MXCCE,Puerto,MX
seaports_airports_0091,Canelones,true,UYCAN,Puerto,UY
seaports_airports_0092,Cannes,true,FRCNN,Puerto,FR
seaports_airports_0093,Cape Coast,true,GHCPC,Puerto,GH
seaports_airports_0094,Cape Town,true,SFCTO,Puerto,ZA
seaports_airports_0095,Caracas,true,VECCV,Puerto,VE
seaports_airports_0096,Cardiff,true,UKCDF,Puerto,GB
seaports_airports_0097,Carmelo,true,UYCAR,Puerto,UY
seaports_airports_0098,Carmen De Patagones,true,ARCDP,Puerto,AR
seaports_airports_0099,Carrasco,true,UYCAO,Puerto,UY
seaports_airports_0100,Carro Largo,true,UYCAL,Puerto,UY
seaports_airports_0101,Cartagena,true,COCGA,Puerto,CO
seaports_airports_0102,Cartagena ES,true,SPCAF,Puerto,ES
seaports_airports_0103,Casablanca,true,MOCSA,Puerto,MA
seaports_airports_0104,Castellammare,true,ITCTM,Puerto,IT
seaports_airports_0105,Catania,true,ITCAI,Puerto,IT
seaports_airports_0106,Ceara,true,BRPDM,Puerto,BR
seaports_airports_0107,Chacabuco,true,CIPCH,Puerto,CL
seaports_airports_0108,Chan Chiang,true,CHCNG,Puerto,CN
seaports_airports_0109,Changchun,true,CHANG,Puerto,CN
seaports_airports_0110,Charleston,true,USCHR,Puerto,US
seaports_airports_0111,Charlotte,true,USRTR,Puerto,US
seaports_airports_0112,Cherbourg,true,FRCEG,Puerto,FR
seaports_airports_0113,Chicago,true,USCIG,Puerto,US
seaports_airports_0114,Chiu Chiang,true,CHCXX,Puerto,CN
seaports_airports_0115,Chiwan,true,CHWAN,Puerto,CN
seaports_airports_0116,Chonchi,true,CICHO,Puerto,CL
seaports_airports_0117,Christchurch,true,NZPFT,Puerto,NZ
seaports_airports_0118,Chung Ching,true,CHCUG,Puerto,CN
seaports_airports_0119,Cienfuegos,true,CUCNF,Puerto,CU
seaports_airports_0120,Cisnes,true,CICIS,Puerto,CL
seaports_airports_0121,Cleveland,true,USCVD,Puerto,US
seaports_airports_0122,Colina,true,CICLN,Puerto,CL
seaports_airports_0123,Colon,true,PNCXT,Puerto,PA
seaports_airports_0124,Colón,true,ARCOL,Puerto,AR
seaports_airports_0125,Colonia,true,UYCOA,Puerto,UY
seaports_airports_0126,Coloso,true,CICOL,Puerto,CL
seaports_airports_0127,Comodoro Rivadavia,true,ARCDD,Puerto,AR
seaports_airports_0128,Conakry,true,GVCOY,Puerto,GN
seaports_airports_0129,Concepcion CH,true,CITLC,Puerto,CL
seaports_airports_0130,Concepcion,true,PACNP,Puerto,PY
seaports_airports_0131,Conception Del Uruguay,true,ARCDY,Puerto,AR
seaports_airports_0132,Concordia,true,ARCKA,Puerto,AR
seaports_airports_0133,Copenhagen,true,DACPG,Puerto,DK
seaports_airports_0134,Coquimbo,true,CICQO,Puerto,CL
seaports_airports_0135,Corinto,true,NUCTX,Puerto,NI
seaports_airports_0136,Corrientes,true,ARCOR,Puerto,AR
seaports_airports_0137,Cozumel,true,MXCZM,Puerto,MX
seaports_airports_0138,Cristobal,true,PNCRS,Puerto,PA
seaports_airports_0139,Curacao,true,NLWMS,Puerto,NL
seaports_airports_0140,Dakar,true,SGDAK,Puerto,SN
seaports_airports_0141,Dalian,true,CHDLN,Puerto,CN
seaports_airports_0142,Davenport,true,USDAV,Puerto,US
seaports_airports_0143,Debreeka,true,GVDEB,Puerto,GN
seaports_airports_0144,Decepcion,true,ARPFO,Puerto,AR
seaports_airports_0145,Diamante,true,ARDIA,Puerto,AR
seaports_airports_0146,Djibouti,true,SODJB,Puerto,SO
seaports_airports_0147,Dominica,true,FRRSE,Puerto,DM
seaports_airports_0148,Douala,true,CMDUA,Puerto,CM
seaports_airports_0149,Dreger Harbour,true,GVDGH,Puerto,GN
seaports_airports_0150,Durban,true,SFDUR,Puerto,ZA
seaports_airports_0151,Dusseldorf,true,GEDDF,Puerto,DE
seaports_airports_0152,East London,true,SFELN,Puerto,ZA
seaports_airports_0153,El Ferrol,true,SPELF,Puerto,ES
seaports_airports_0154,Elizabethport,true,USEZP,Puerto,US
seaports_airports_0155,Empedrado,true,AREDO,Puerto,AR
seaports_airports_0156,Encarnacion,true,PAENO,Puerto,PY
seaports_airports_0157,Esmeraldas,true,ECEDA,Puerto,EC
seaports_airports_0158,Esquina,true,ARESO,Puerto,AR
seaports_airports_0159,Estambul,true,TUIST,Puerto,TR
seaports_airports_0160,Felixstowe,true,UKFXW,Puerto,GB
seaports_airports_0161,Ferrol,true,SPFER,Puerto,ES
seaports_airports_0162,Florianopolis,true,BRFLO,Puerto,BR
seaports_airports_0163,Forcados,true,NIFOC,Puerto,NG
seaports_airports_0164,Formosa,true,ARPFA,Puerto,AR
seaports_airports_0165,Fort De France,true,FRFTF,Puerto,MQ
seaports_airports_0166,Fort Lauderdale,true,USFTL,Puerto,US
seaports_airports_0167,Fos Sur Mer,true,FRFSM,Puerto,FR
seaports_airports_0168,Frankfurt,true,GEFFU,Puerto,DE
seaports_airports_0169,Fray Bentos,true,UYFBN,Puerto,UY
seaports_airports_0170,Freeport,true,USFRP,Puerto,US
seaports_airports_0171,Freetown,true,SLFTN,Puerto,SL
seaports_airports_0172,Fremantle,true,ASFRM,Puerto,AU
seaports_airports_0173,Fuzhou,true,CHFUZ,Puerto,CN
seaports_airports_0174,Galveston,true,USGVS,Puerto,US
seaports_airports_0175,Gand,true,BEGNT,Puerto,BE
seaports_airports_0176,Gatwick,true,UKGAT,Puerto,GB
seaports_airports_0177,Gdansk,true,PLGDK,Puerto,PL
seaports_airports_0178,Gdynia,true,PLGDY,Puerto,PL
seaports_airports_0179,General Alvear,true,ARAVE,Puerto,AR
seaports_airports_0180,General Belgrano,true,ARBEL,Puerto,AR
seaports_airports_0181,General San Martin,true,ARGSM,Puerto,AR
seaports_airports_0182,Genova,true,ITGEN,Puerto,IT
seaports_airports_0183,Gent,true,BEGEN,Puerto,BE
seaports_airports_0184,George Town GY,true,UKGGT,Puerto,GY
seaports_airports_0185,George Town,true,MYGTW,Puerto,MY
seaports_airports_0186,Gijon,true,SPGIJ,Puerto,ES
seaports_airports_0187,Gloucester,true,UKGCT,Puerto,GB
seaports_airports_0188,Guadalajara,true,MXGUA,Puerto,MX
seaports_airports_0189,Guangzhou,true,CHGUA,Puerto,CN
seaports_airports_0190,Guanta,true,VEGUA,Puerto,VE
seaports_airports_0191,Guayaquil,true,ECGUQ,Puerto,EC
seaports_airports_0192,Haiphong,true,VNHAH,Puerto,VN
seaports_airports_0193,Halifax,true,CAHAL,Puerto,CA
seaports_airports_0194,Hamata,true,EGRGU,Puerto,EG
seaports_airports_0195,Hamburgo,true,GEHAM,Puerto,DE
seaports_airports_0196,Hanoi,true,VNHAN,Puerto,VN
seaports_airports_0197,Havre,true,FRLEH,Puerto,FR
seaports_airports_0198,Helsingfors,true,FIHEL,Puerto,FI
seaports_airports_0199,Hernandarias,true,ARHES,Puerto,AR
seaports_airports_0200,Hiroshima,true,JAHRI,Puerto,JP
seaports_airports_0201,Ho Chi Minh (Saigon),true,VNHCM,Puerto,VN
seaports_airports_0202,Hohenau,true,PAHHU,Puerto,PY
seaports_airports_0203,Hong Kong,true,CHHON,Puerto,CN
seaports_airports_0204,Ibicuy,true,ARIBC,Puerto,AR
seaports_airports_0205,Ibiza,true,SPIBI,Puerto,ES
seaports_airports_0206,Ilheus,true,BRILH,Puerto,BR
seaports_airports_0207,Ilo,true,PEILO,Puerto,PE
seaports_airports_0208,Imbituba,true,BRIMB,Puerto,BR
seaports_airports_0209,Inchon,true,INCHO,Puerto,IN
seaports_airports_0210,Iquique,true,CIIQQ,Puerto,CL
seaports_airports_0211,Iquitos,true,PEIQU,Puerto,PE
seaports_airports_0212,Itajai,true,BRITJ,Puerto,BR
seaports_airports_0213,Itapua,true,PAITA,Puerto,PY
seaports_airports_0214,Izmir,true,TUIZR,Puerto,TR
seaports_airports_0215,Jackson Bay,true,CAJKB,Puerto,CA
seaports_airports_0216,Jakarta,true,IDJAK,Puerto,ID
seaports_airports_0217,Jervis Bay,true,ASJRB,Puerto,AU
seaports_airports_0218,Johannesburg,true,SFJOH,Puerto,ZA
seaports_airports_0219,Jose Ignacio Terminal,true,UYJIT,Puerto,UY
seaports_airports_0220,Juan Fernandez,true,CIJFZ,Puerto,CL
seaports_airports_0221,Kagoshima,true,JAKGK,Puerto,JP
seaports_airports_0222,Kaliningrado,true,URKGB,Puerto,RU
seaports_airports_0223,Kaoshsiung,true,TWKSG,Puerto,TW
seaports_airports_0224,Keelung=Chilung,true,TWCIL,Puerto,TW
seaports_airports_0225,Kobe,true,JAKBH,Puerto,JP
seaports_airports_0226,Kotka,true,FIKOT,Puerto,FI
seaports_airports_0227,Kronshtadt,true,URKSH,Puerto,RU
seaports_airports_0228,La Ceiba,true,HOLCE,Puerto,HN
seaports_airports_0229,La Coruña,true,SPLCU,Puerto,ES
seaports_airports_0230,La Guaira,true,VELGX,Puerto,VE
seaports_airports_0231,La Paloma,true,UYPLO,Puerto,UY
seaports_airports_0232,La Plata,true,ARLPL,Puerto,AR
seaports_airports_0233,La Spezia,true,ITLSZ,Puerto,IT
seaports_airports_0234,La Valetta,true,MTVLE,Puerto,MT
seaports_airports_0235,Labrador,true,CAWMH,Puerto,CA
seaports_airports_0236,Las Palmas,true,SPPEZ,Puerto,ES
seaports_airports_0237,Lazaro Cardenas,true,MXLCD,Puerto,MX
seaports_airports_0238,Leeds,true,UKLEE,Puerto,GB
seaports_airports_0239,Libreville,true,GBLBR,Puerto,GA
seaports_airports_0240,Lieja,true,BELIE,Puerto,BE
seaports_airports_0241,Lille,true,FRLIL,Puerto,FR
seaports_airports_0242,Lima,true,PELIM,Puerto,PE
seaports_airports_0243,Limon,true,CSLIM,Puerto,CR
seaports_airports_0244,Lirquen,true,CILQW,Puerto,CL
seaports_airports_0245,Lisboa,true,POLIB,Puerto,PT
seaports_airports_0246,Liverpool,true,UKLVP,Puerto,GB
seaports_airports_0247,Livingston,true,GTLVO,Puerto,GT
seaports_airports_0248,Livorno,true,ITLEG,Puerto,IT
seaports_airports_0249,Lobito,true,AOLOB,Puerto,AO
seaports_airports_0250,Lome,true,TOLOM,Puerto,TG
seaports_airports_0251,Londres,true,UKLNR,Puerto,GB
seaports_airports_0252,Los Angeles,true,USLOS,Puerto,US
seaports_airports_0253,Luanda,true,AOLUA,Puerto,AO
seaports_airports_0254,Lung Kou,true,CHLGK,Puerto,CN
seaports_airports_0255,Luque,true,PALUQ,Puerto,PY
seaports_airports_0256,Lyon,true,FRLYN,Puerto,FR
seaports_airports_0257,Maceio,true,BRMCE,Puerto,BR
seaports_airports_0258,Madras,true,INMDR,Puerto,IN
seaports_airports_0259,Madrid,true,SPMAD,Puerto,ES
seaports_airports_0260,Malaga,true,SPMGA,Puerto,ES
seaports_airports_0261,Maldonado,true,UYMDO,Puerto,UY
seaports_airports_0262,Malmo,true,SWMMO,Puerto,SE
seaports_airports_0263,Manaos,true,BRMXO,Puerto,BR
seaports_airports_0264,Manchester,true,UKMCT,Puerto,GB
seaports_airports_0265,Mangalore,true,INMQR,Puerto,IN
seaports_airports_0266,Manila,true,RPMNY,Puerto,PH
seaports_airports_0267,Manta,true,ECMTA,Puerto,EC
seaports_airports_0268,Manzanillo,true,MXMZN,Puerto,MX
seaports_airports_0269,Mar Del Plata,true,ARMPL,Puerto,AR
seaports_airports_0270,Maracaibo,true,VEMAR,Puerto,VE
seaports_airports_0271,Matanzas,true,CUMZS,Puerto,CU
seaports_airports_0272,Melbourne,true,IIOXX,Puerto,AU
seaports_airports_0273,Melilla,true,MOMFI,Puerto,MA
seaports_airports_0274,Mersin,true,TUMER,Puerto,TR
seaports_airports_0275,Messina,true,ITMES,Puerto,IT
seaports_airports_0276,México,true,MXMEX,Puerto,MX
seaports_airports_0277,Miami,true,USMIA,Puerto,US
seaports_airports_0278,Milan,true,ITMIL,Puerto,IT
seaports_airports_0279,Mississippi,true,USMIS,Puerto,US
seaports_airports_0280,Mogadiscio,true,SOMOG,Puerto,SO
seaports_airports_0281,Moji,true,JAMOJ,Puerto,JP
seaports_airports_0282,Monrovia,true,LIMVI,Puerto,LR
seaports_airports_0283,Montevideo,true,UYMVD,Puerto,UY
seaports_airports_0284,Montreal,true,CAMON,Puerto,CA
seaports_airports_0285,Moscu,true,URMOS,Puerto,RU
seaports_airports_0286,Nagasaki,true,JANAG,Puerto,JP
seaports_airports_0287,Nagoya,true,JANGY,Puerto,JP
seaports_airports_0288,Naha,true,JANAH,Puerto,JP
seaports_airports_0289,Napoles,true,ITNAP,Puerto,IT
seaports_airports_0290,Narvik,true,NONAR,Puerto,NO
seaports_airports_0291,Natal,true,BRNAT,Puerto,BR
seaports_airports_0292,Necochea,true,ARNEC,Puerto,AR
seaports_airports_0293,New Brunswick,true,CASZJ,Puerto,CA
seaports_airports_0294,New Delhi,true,INNDH,Puerto,IN
seaports_airports_0295,New Jersey,true,USNJY,Puerto,US
seaports_airports_0296,New Orleans,true,USNWO,Puerto,US
seaports_airports_0297,New York,true,USNYO,Puerto,US
seaports_airports_0298,Newark,true,USPWK,Puerto,US
seaports_airports_0299,Newport,true,USNET,Puerto,US
seaports_airports_0300,Ningbo,true,CHNGO,Puerto,CN
seaports_airports_0301,Norfolk,true,USNFK,Puerto,US
seaports_airports_0302,Nova Scotia,true,CAPCT,Puerto,CA
seaports_airports_0303,Nueva Palmira,true,UYNVP,Puerto,UY
seaports_airports_0304,Oakland,true,USOAK,Puerto,US
seaports_airports_0305,Obligado,true,PAOBP,Puerto,PY
seaports_airports_0306,Odessa,true,URODS,Puerto,UA
seaports_airports_0307,Okinawa,true,JAOKI,Puerto,JP
seaports_airports_0308,Ontario,true,CAONT,Puerto,CA
seaports_airports_0309,Oporto,true,POPJQ,Puerto,PT
seaports_airports_0310,Oran,true,AGORA,Puerto,DZ
seaports_airports_0311,Orly,true,FRORL,Puerto,FR
seaports_airports_0312,Orsay,true,FRORS,Puerto,FR
seaports_airports_0313,Osaka,true,JAOSA,Puerto,JP
seaports_airports_0314,Oslo,true,NOSLO,Puerto,NO
seaports_airports_0315,Osorno,true,CIOSO,Puerto,CL
seaports_airports_0316,Ottawa,true,CAOTT,Puerto,CA
seaports_airports_0317,Paita,true,PEPAI,Puerto,PE
seaports_airports_0318,Palermo,true,ITPAL,Puerto,IT
seaports_airports_0319,Panama City,true,PNPFZ,Puerto,PA
seaports_airports_0320,Pangkor,true,MYPKR,Puerto,MY
seaports_airports_0321,Paramaribo,true,NSPRB,Puerto,SR
seaports_airports_0322,Parana,true,ARPNA,Puerto,AR
seaports_airports_0323,Paranagua,true,BRPGU,Puerto,BR
seaports_airports_0324,Paris,true,FRPAR,Puerto,FR
seaports_airports_0325,Patache,true,CIPAT,Puerto,CL
seaports_airports_0326,Peking,true,CHPKI,Puerto,CN
seaports_airports_0327,Pepel,true,SLPEP,Puerto,SL
seaports_airports_0328,Perth,true,UKPTH,Puerto,AU
seaports_airports_0329,Philadelphia,true,USPHL,Puerto,US
seaports_airports_0330,Pilar,true,PAPIL,Puerto,PY
seaports_airports_0331,Point Fortin,true,TDPTF,Puerto,TT
seaports_airports_0332,Point Lisas,true,TDPNS,Puerto,TT
seaports_airports_0333,Pointe A Pierre,true,TDPPR,Puerto,TT
seaports_airports_0334,Port Elizabeth,true,SFPFL,Puerto,ZA
seaports_airports_0335,Port Everglades,true,USPVG,Puerto,US
seaports_airports_0336,Port Glasgow,true,UKPGW,Puerto,GB
seaports_airports_0337,Port Harcourt,true,NIPHR,Puerto,NG
seaports_airports_0338,Port Limon,true,CSPFW,Puerto,CR
seaports_airports_0339,Port Of Spain,true,TDPOP,Puerto,TT
seaports_airports_0340,Port Said,true,EGPQZ,Puerto,EG
seaports_airports_0341,Port Sudan,true,SDPUD,Puerto,SD
seaports_airports_0342,Portland,true,UKPKX,Puerto,GB
seaports_airports_0343,Porto Alegre,true,BRPJW,Puerto,BR
seaports_airports_0344,Portsmouth,true,UKPTM,Puerto,GB
seaports_airports_0345,Pucon,true,CIPUC,Puerto,CL
seaports_airports_0346,Puerto Antequera,true,PAPAN,Puerto,PY
seaports_airports_0347,Puerto Belgrano,true,ARPBE,Puerto,AR
seaports_airports_0348,Puerto Bermejo,true,ARPBJ,Puerto,AR
seaports_airports_0349,Puerto Bolivar,true,ECPBV,Puerto,EC
seaports_airports_0350,Puerto Cabello,true,VEPYU,Puerto,VE
seaports_airports_0351,Puerto Cabezas,true,NUPBZ,Puerto,NI
seaports_airports_0352,Puerto Castilla,true,HOPQC,Puerto,HN
seaports_airports_0353,Puerto Cortes,true,HOPYZ,Puerto,HN
seaports_airports_0354,Puerto Deseado,true,ARPQD,Puerto,AR
seaports_airports_0355,Puerto Goya,true,ARXPO,Puerto,AR
seaports_airports_0356,Puerto Ibicuy,true,ARPIY,Puerto,AR
seaports_airports_0357,Puerto Ingeniero White,true,ARPIW,Puerto,AR
seaports_airports_0358,Puerto Madryn,true,ARPJY,Puerto,AR
seaports_airports_0359,Puerto Manati,true,CUXPA,Puerto,CU
seaports_airports_0360,Puerto Montt,true,CIPXM,Puerto,CL
seaports_airports_0361,Puerto Ordaz,true,VEPDZ,Puerto,VE
seaports_airports_0362,Puerto Paita,true,PEXPP,Puerto,PE
seaports_airports_0363,Puerto Pilcomayo,true,ARPPY,Puerto,AR
seaports_airports_0364,Puerto Piramide,true,ARPRD,Puerto,AR
seaports_airports_0365,Puerto Plata,true,DRXPQ,Puerto,DO
seaports_airports_0366,Puerto Quequen,true,ARPQQ,Puerto,AR
seaports_airports_0367,Puerto Quetzal,true,GTQTZ,Puerto,GT
seaports_airports_0368,Puerto San Carlos,true,ARXZF,Puerto,AR
seaports_airports_0369,Puerto Sara,true,PAPSA,Puerto,PY
seaports_airports_0370,Puerto Villa Franca,true,PAXQW,Puerto,PY
seaports_airports_0371,Puerto Villa Oliva,true,PAXQE,Puerto,PY
seaports_airports_0372,Puerto Villa Rosario,true,PAXQF,Puerto,PY
seaports_airports_0373,Punta Arenas,true,CIPAR,Puerto,CL
seaports_airports_0374,Punta Pereyra,true,UYPTP,Puerto,UY
seaports_airports_0375,Pusan,true,KSPUS,Puerto,KR
seaports_airports_0376,Qingdao,true,CHQIN,Puerto,CN
seaports_airports_0377,Quebec,true,CAQBC,Puerto,CA
seaports_airports_0378,Quebec Harbour,true,CAQHR,Puerto,CA
seaports_airports_0379,Quito,true,ECQUI,Puerto,EC
seaports_airports_0380,Rabat,true,MORAB,Puerto,MA
seaports_airports_0381,Rada La Plata,true,ARRLP,Puerto,AR
seaports_airports_0382,Ramallo,true,ARXPW,Puerto,AR
seaports_airports_0383,Ras Gharib,true,EGRGA,Puerto,EG
seaports_airports_0384,Ras Gimsah,true,EGRSG,Puerto,EG
seaports_airports_0385,Rashid,true,EGRSH,Puerto,EG
seaports_airports_0386,Recalada,true,ARRCD,Puerto,AR
seaports_airports_0387,Reconquista,true,ARPRQ,Puerto,AR
